name,post_code,address1,address2,tel,jsog_code,senkoishido,fujinkashuyo,shusanki,ivf,hai_ranshi_toketsu,kenbijusei,social_ranshitoketsu,teikyoseishi_aih,city_id,,,,,,,
レディースクリニックあいいく,8910114,小松原1-40-2,,099-260-8878,460011,0,0,0,1,1,1,0,0,1833,,,,,,,
松田ウイメンズクリニック,8920844,山之口町1-10,鹿児島中央ビル 3F,099-224-4124,460013,0,0,0,1,1,1,2,0,1833,,,,,,,
フィオーレ第一病院,8995215,加治木町本町307-1,,0995-63-2158,460015,0,0,0,1,1,1,0,0,1851,,,,,,,
今給黎総合病院,8928502,下竜尾町4-16,,099-226-2211,460016,1,0,1,0,0,0,0,0,1833,,,,,,,
あかつきＡＲＴクリニック,8900053,中央町4-4-34,,099-296-8177,460017,0,0,0,1,1,1,0,0,1833,,,,,,,
徳永産婦人科,8900034,田上2-27-17,,099-202-0007,460018,0,0,0,1,1,1,0,0,1833,,,,,,,
沖縄赤十字病院,9028588,与儀1-3-1,,098-853-3134,470001,1,0,0,0,0,0,0,0,1876,,,,,,,
豊見城中央病院,9010243,字上田25,,098-850-3811,470002,1,1,1,1,1,1,0,0,1883,,,,,,,
ハ－トライフ病院,9012492,字伊集208,,098-895-3255,470005,1,0,0,0,0,0,0,0,1900,,,,,,,
那覇市立病院,9028511,古島2-31-1,,098-884-5111,470006,1,1,1,0,0,0,0,0,1876,,,,,,,
沖縄県立南部医療センター・こども医療センター,9011193,字新川118-1,,098-888-0123,470007,1,0,1,0,0,0,0,0,1903,,,,,,,
琉球大学,9030215,字上原207,,098-895-3331,470008,1,1,1,1,1,1,7,0,1901,,,,,,,
中頭病院,9042195,字登川610,,098-939-1300,470009,1,0,0,0,0,0,0,0,1882,,,,,,,
沖縄県立中部病院,9042293,宮里281,,098-973-4111,470010,1,1,1,0,0,0,0,0,1884,,,,,,,
やびく産婦人科・小児科,9040111,字砂辺306,,098-936-6789,470013,0,0,0,1,1,1,0,0,1898,,,,,,,
ウィメンズクリニック糸数,9000012,泊1-29-12,,098-869-8395,470014,0,0,0,1,1,1,0,0,1876,,,,,,,
うえむら病院リプロダクティブセンター,9012424,字南上原803-3,,098‐895‐3535,470016,0,0,0,1,1,1,0,0,1900,,,,,,,
空の森クリニック,9010406,字屋宜原229-1,,098-998-0011,470018,0,0,0,1,1,1,0,0,1913,,,,,,,
沖縄県立北部病院,9058512,大中2-12-3,,0980-52-2719,470019,0,0,1,0,0,0,0,0,1880,,,,,,,
